         0     137564
   1.46484       1337
   2.92969       8936
   4.39453        352
   5.85938        148
   7.32422        158
   8.78906        154
   10.2539        144
   11.7188        150
   13.1836        125
   14.6484        137
   16.1133        129
   17.5781        137
    19.043        125
   20.5078        136
   21.9727       1861
   23.4375       2126
   24.9023        174
   26.3672       1610
    27.832        494
   29.2969        119
   30.7617        339
   32.2266        131
   33.6914        116
   35.1562        130
   36.6211        123
   38.0859        119
   39.5508        129
   41.0156        128
   42.4805        112
   43.9453        127
   45.4102        113
    46.875        111
   48.3398        103
   49.8047        102
   51.2695         95
   52.7344         94
   54.1992         91
   55.6641        126
   57.1289         97
   58.5938         97
   60.0586        106
   61.5234        119
   62.9883        104
   64.4531        115
    65.918        105
   67.3828         97
   68.8477         99
   70.3125        111
   71.7773        110
   73.2422         90
    74.707         99
   76.1719         95
   77.6367         99
   79.1016        100
   80.5664        115
   82.0312        102
   83.4961        103
   84.9609         92
   86.4258        107
   87.8906        118
   89.3555        102
   90.8203        101
   92.2852        103
     93.75        111
   95.2148         98
   96.6797        118
   98.1445        111
   99.6094        115
   101.074        101
   102.539        122
   104.004        129
   105.469         85
   106.934        114
   108.398        106
   109.863        114
   111.328        119
   112.793         90
   114.258        103
   115.723        111
   117.188         86
   118.652        101
   120.117        114
   121.582         99
   123.047        110
   124.512        104
   125.977        103
   127.441        107
   128.906        116
   130.371         91
   131.836        104
   133.301         90
   134.766         83
    136.23        111
   137.695        108
    139.16         97
   140.625        107
    142.09        105
   143.555        109
    145.02        101
   146.484         99
   147.949         95
   149.414         96
   150.879         85
   152.344         96
   153.809         95
   155.273         90
   156.738         95
   158.203        106
   159.668         82
   161.133         78
   162.598         89
   164.062        105
   165.527         86
   166.992         96
   168.457         90
   169.922         99
   171.387         78
   172.852         86
   174.316         80
   175.781         90
   177.246         92
   178.711         89
   180.176        113
   181.641        106
   183.105        119
    184.57        100
   186.035         89
     187.5         87
   188.965        105
    190.43         95
   191.895         77
   193.359         83
   194.824         82
   196.289         69
   197.754        104
   199.219         90
   200.684         79
   202.148         79
   203.613         79
